cell,reference_pseudotime,trajectory_bin,embedding_1,embedding_2,annotated_age,phase,state,batch
2063,0.27064392350592215,Q8,9.047899,4.736069,5.8666666670000005,G1,cycling,2
2064,0.17690595462863404,Q6,11.174862,5.87231,1.066666667,G0,arrested,2
2065,0.9999999999999932,Q8,8.148724,5.891166,7.733333332999999,G0,arrested,2
2066,0.13148708966942693,Q2,13.677374,3.876422,5.6,G1,cycling,2
2067,0.20147699218421541,Q7,10.803809,5.9111342,2.666666667,G0,arrested,2
2068,0.20844887906961707,Q7,10.803862,5.357487,9.6,S,cycling,2
2069,0.21085037372299192,Q7,10.561877,2.5831172,14.4,G2,cycling,2
2070,0.21013384123830992,Q7,10.632389,5.900653,2.133333333,G0,arrested,2
2071,0.2600297759973203,Q8,9.03674,5.013371,3.2,G1,cycling,2
2072,0.12377067040194031,Q2,14.112155,2.5307357,7.2,S,cycling,2
2073,0.20286061421131596,Q7,10.537505,5.0645437,7.466666667,S,cycling,2
2074,0.21231876139244465,Q7,9.868809,1.1310674,5.8666666670000005,S,cycling,2
2075,0.304501171247142,Q8,8.630502,4.845323,3.2,G1,cycling,2
2076,0.2986739746052607,Q8,8.769308,6.6850557,1.333333333,G1,cycling,2
2077,0.14819459444677488,Q3,15.220027,5.616115,4.266666667,G1,cycling,2
2078,0.1278078729502138,Q2,14.180114,5.7757664,4.8,G1,cycling,2
2079,0.1541259860383552,Q4,13.603436,5.398867,6.4,G1,cycling,2
2080,0.14298818238562763,Q3,12.69039,6.389546,3.733333333,G1,cycling,2
2081,0.17227693349726392,Q5,11.680975,5.361486,6.1333333329999995,G1,cycling,2
2082,0.3452492903517967,Q8,8.578013,4.851202,2.133333333,G1,cycling,2
2083,0.17827313178707405,Q6,11.503963,5.953678,3.733333333,G1,nan,2
2084,0.18512024409939398,Q6,11.022559,4.511188,11.2,S,cycling,2
2085,0.19985105821758997,Q7,10.583655,4.9475756,3.2,G1,nan,2
2086,0.16382392741487067,Q5,14.541824,6.3917704,2.666666667,G0,arrested,2
2087,0.13911797641503743,Q3,12.459404,-0.01887057,3.733333333,G1,cycling,2
2088,0.1989662545423972,Q7,10.097768,1.0661697,4.266666667,G1,cycling,2
2089,0.1740775503206378,Q6,11.15207,5.9722357,1.066666667,G1,cycling,2
2090,0.1956363864745796,Q7,11.916652,5.9113607,3.2,G1,cycling,2
2091,0.16140615056500748,Q5,14.50436,7.466019,7.733333332999999,G0,arrested,2
2092,0.15212962016313789,Q4,11.646043,5.363085,4.8,G1,cycling,2
2093,0.1606813812827692,Q5,13.9423685,6.3809204,1.8666666669999998,G1,cycling,2
2094,0.12475582374861846,Q2,14.703538,5.6487265,4.8,G1,cycling,2
2095,0.18816474607821854,Q6,10.813707,4.5619354,6.1333333329999995,G1,cycling,2
2096,0.17137693126393586,Q5,11.912259,-0.030937692,6.1333333329999995,S,cycling,2
2097,0.2736478214373831,Q8,9.130726,5.0148554,5.8666666670000005,G1,cycling,2
2098,0.16133902022415778,Q5,12.225836,-0.15719444,5.6,G1,cycling,2
2099,0.16554913544909158,Q5,10.953316,4.5365586,5.8666666670000005,S,cycling,2
2100,0.17856297028454002,Q6,11.077263,5.1516533,7.466666667,S,cycling,2
2101,0.16320563666126764,Q5,12.257906,5.5433817,6.1333333329999995,G1,cycling,2
2102,0.12848094900991835,Q2,15.5739,4.4930644,0.533333333,G1,cycling,2
2103,0.16985122585232998,Q5,11.192252,2.6029217,14.13333333,G2,cycling,2
2104,0.13253011046214525,Q2,11.696017,0.3711689,3.4666666669999997,G1,cycling,2
2105,0.12996095491339188,Q2,14.099204,5.5735908,2.4,G1,cycling,2
2106,0.1432979911239177,Q3,12.32842,5.7925076,1.333333333,G1,cycling,2
2107,0.21790817556192899,Q7,10.426664,2.637604,15.2,G2,cycling,2
2108,0.13010292934723394,Q2,14.310313,5.8275785,1.8666666669999998,G1,cycling,2
2109,0.14394177466654182,Q3,12.865976,5.8360934,2.4,G0,arrested,2
2110,0.1523218058272321,Q4,13.83335,5.762452,0.8,G1,cycling,2
2111,0.14944975028904642,Q3,13.396333,1.6039443,0.0,G1,cycling,2
2112,0.29844908242550783,Q8,8.663319,5.9039564,14.13333333,G2,cycling,2
2113,0.21783742445992746,Q7,9.76623,5.6396914,1.333333333,G0,arrested,2
2114,0.17634623594194376,Q6,11.464559,4.170663,6.933333332999999,S,cycling,2
2115,0.19481230839545463,Q7,12.03419,3.5026488,14.66666667,G2,cycling,2
2116,0.23117559149122044,Q8,10.130118,3.5220797,17.86666667,G2,cycling,2
2117,0.23577312844823797,Q8,9.949658,2.238158,15.73333333,G2,cycling,2
2118,0.28309982102246434,Q8,9.121853,5.01635,0.0,G1,cycling,2
2119,0.2302853286170096,Q8,9.596317,5.021435,3.2,G1,cycling,2
2120,0.22049308788859648,Q7,11.520859,4.5038476,9.066666667,S,cycling,2
2121,0.1514571144160607,Q4,15.681868,5.011146,2.133333333,G0,arrested,2
2122,0.21530862695703318,Q7,9.581404,4.5223103,1.333333333,G0,arrested,2
2123,0.19296845036997967,Q7,10.940341,5.0868673,8.266666667,S,cycling,2
2124,0.18154572068544084,Q6,12.777115,5.1894727,7.466666667,S,cycling,2
2125,0.16109142945203736,Q5,11.478438,0.23764436,5.6,G1,cycling,2
2126,0.18915718699282774,Q6,12.462296,6.5868,3.4666666669999997,G1,cycling,2
2127,0.1190950499692978,Q2,12.04958,0.15929554,4.266666667,G0,arrested,2
2128,0.21841091660688666,Q7,10.053727,5.952106,4.266666667,G1,cycling,2
2129,0.15082328989359364,Q4,11.556695,5.7837286,1.066666667,G1,nan,2
2130,0.18497591386146872,Q6,12.341137,4.7039175,10.4,S,cycling,2
2131,0.1673841434673299,Q5,11.595738,0.028588738,1.066666667,G1,cycling,2
2132,0.14805629827078304,Q3,11.023993,0.83629864,15.2,S,cycling,2
2133,0.21379536034452115,Q7,9.7798395,4.4741917,4.266666667,G1,cycling,2
2134,0.16699187292142612,Q5,11.923858,-0.07829958,8.0,S,cycling,2
2135,0.18695090290480948,Q6,11.075822,5.3801465,1.333333333,G0,arrested,2
2136,0.20094931126512405,Q7,12.476043,6.561057,2.133333333,G1,cycling,2
2137,0.17642703452131928,Q6,13.126152,6.286187,7.2,S,cycling,2
2138,0.12810406599795554,Q2,15.141768,5.5581126,0.533333333,G1,cycling,2
2139,0.14326019079217053,Q3,14.252079,3.973262,15.46666667,G2,cycling,2
2140,0.1624957113326628,Q5,13.816158,6.360975,0.8,G1,cycling,2
2141,0.36406773634586337,Q8,8.459252,4.5824604,15.73333333,G2,cycling,2
2142,0.17038779583115224,Q5,14.361344,6.3648667,1.066666667,G1,cycling,2
2143,0.1724372374610529,Q5,15.003203,5.659414,3.4666666669999997,G1,cycling,2
2144,0.1602063812081316,Q4,13.881816,5.3091507,6.666666667,S,cycling,2
2145,0.1942892247190277,Q7,10.079745,0.8241554,6.1333333329999995,G1,cycling,2
2146,0.15009889517664618,Q4,14.533603,6.0325127,4.0,G1,nan,2
2147,0.23880254189165598,Q8,10.3224535,3.1774976,16.0,G2,cycling,2
2148,0.35659742002791844,Q8,8.45769,4.575705,8.266666667,S,cycling,2
2149,0.17908232402606525,Q6,12.044733,6.69828,2.933333333,G0,arrested,2
2150,0.18211790696813254,Q6,12.503132,5.2853093,6.933333332999999,S,cycling,2
2151,0.15991536521498737,Q4,11.887114,3.564328,16.26666667,G2,cycling,2
2152,0.1763182084730075,Q6,12.078984,5.161273,7.466666667,S,cycling,2
2153,0.2410389762375721,Q8,9.984989,4.6306057,7.733333332999999,S,cycling,2
2154,0.1794057267626208,Q6,12.422092,5.6099534,7.2,S,cycling,2
2155,0.18538390128770357,Q6,11.78176,4.35131,9.6,S,cycling,2
2156,0.1446489413865874,Q3,14.888878,5.078554,8.533333333,S,cycling,2
2157,0.1472043710458635,Q3,14.52786,4.6089325,5.6,S,cycling,2
2158,0.1717982924456674,Q5,12.356106,0.049717106,9.333333332999999,S,cycling,2
2159,0.14988822203427982,Q3,13.960309,4.5946507,7.733333332999999,S,cycling,2
2160,0.19539222023952837,Q7,14.908151,7.7559934,17.86666667,G0,arrested,2
2161,0.2202798479020654,Q7,10.44612,4.8467207,7.466666667,S,cycling,2
2162,0.22646746845231017,Q8,10.13581,3.2295449,17.06666667,G2,cycling,2
2163,0.2497314517644266,Q8,9.623622,4.734037,19.46666667,S,cycling,2
2164,0.17167554105174268,Q5,12.568311,5.5752563,5.8666666670000005,S,cycling,2
2165,0.2119893431379951,Q7,9.59072,4.5912833,5.6,G1,cycling,2
2166,0.12360575696553933,Q2,12.0302925,0.25680694,1.6,G1,cycling,2
2167,0.14210536357033954,Q3,14.593302,5.8244395,4.533333333,G1,cycling,2
2168,0.22218273890960535,Q7,10.809075,3.1458285,14.13333333,G2,cycling,2
2169,0.13557214801183076,Q3,12.453009,-0.03834248,0.26666666699999997,G1,cycling,2
2170,0.15782079244596137,Q4,12.1028805,5.3782144,0.26666666699999997,G1,cycling,2
2171,0.12253991942978028,Q2,13.198087,3.4479506,6.4,S,cycling,2
2172,0.19691117617701448,Q7,10.557206,4.988417,7.2,S,cycling,2
2173,0.1986257090143021,Q7,11.111566,5.059098,6.4,S,cycling,2
2174,0.13424693876206442,Q2,14.875233,4.395435,2.933333333,G1,cycling,2
2175,0.17179655455186155,Q5,14.093788,6.5134826,2.666666667,G1,cycling,2
2176,0.21222551363940126,Q7,11.156591,6.4843283,0.26666666699999997,G1,cycling,2
2177,0.2156243288329707,Q7,9.490745,5.6360674,1.333333333,G1,nan,2
2178,0.19695657544382245,Q7,10.963718,5.093948,8.8,S,cycling,2
2179,0.18567636991390069,Q6,11.638635,3.2757072,14.4,G2,cycling,2
2180,0.25150998042411615,Q8,10.08903,3.7657952,19.2,G2,cycling,2
2181,0.11327996163098868,Q1,12.901062,5.0842113,0.26666666699999997,G1,cycling,2
2182,0.3436210240008725,Q8,8.410307,5.631571,1.333333333,G1,cycling,2
2183,0.20832639334206537,Q7,10.540495,2.6003058,15.73333333,G2,cycling,2
2184,0.20015812677558684,Q7,12.032736,6.1975236,4.533333333,G0,arrested,2
2185,0.15576799576007228,Q4,15.060102,5.3079405,1.8666666669999998,G1,nan,2
2186,0.14141305617089492,Q3,12.199161,-0.20630416,8.0,G0,arrested,2
2187,0.1731116580566442,Q5,12.202199,-0.063367434,2.133333333,G1,cycling,2
2188,0.15585165224972325,Q4,13.698445,6.322526,3.733333333,G1,cycling,2
2189,0.14880315655283327,Q3,15.030723,4.7024393,6.666666667,S,cycling,2
2190,0.2024154299469771,Q7,11.566634,5.761125,0.26666666699999997,G1,cycling,2
2191,0.15166750919641167,Q4,14.73365,6.256305,2.133333333,G0,arrested,2
2192,0.3346129440244347,Q8,8.542269,5.6032515,3.2,G1,nan,2
2193,0.13015740240324403,Q2,14.829908,5.4772177,2.666666667,G1,cycling,2
2194,0.13856433044164368,Q3,13.780134,5.093794,6.933333332999999,S,cycling,2
2195,0.1863676242641433,Q6,11.6147995,5.993875,3.4666666669999997,G1,cycling,2
2196,0.24743287898153132,Q8,10.108863,3.3901699,21.06666667,G2,cycling,2
2197,0.13425406840167692,Q2,12.214423,0.365498,1.8666666669999998,G1,cycling,2
2198,0.18567449961939034,Q6,13.254795,6.414342,8.0,S,cycling,2
2199,0.16050800485945144,Q5,14.585668,5.929717,2.933333333,G1,cycling,2
2200,0.16272422471561138,Q5,11.106028,0.4123849,4.0,G1,cycling,2
2201,0.14629909994738907,Q3,14.884009,5.5155964,2.933333333,G1,cycling,2
2202,0.1581030954988069,Q4,13.39379,4.1686306,7.733333332999999,S,cycling,2
2203,0.16145963581058334,Q5,12.590455,5.720343,3.2,G1,cycling,2
2204,0.1434314311979882,Q3,15.487863,6.281816,11.2,G0,arrested,2
2205,0.27476010876114726,Q8,9.277005,4.478718,7.733333332999999,S,cycling,2
2206,0.18344772508392976,Q6,10.432921,5.1884856,6.1333333329999995,G0,arrested,2
2207,0.1778378513568788,Q6,13.506182,6.5995493,1.066666667,G1,cycling,2
2208,0.16369838368386372,Q5,14.355836,5.435419,6.666666667,S,cycling,2
2209,0.16256004499147356,Q5,14.650293,5.706436,4.266666667,G1,nan,2
2210,0.29399941642881605,Q8,9.669263,1.8845373,14.4,G2,cycling,2
2211,0.16634959154632895,Q5,13.315772,6.0473704,3.4666666669999997,G1,cycling,2
2212,0.27045168296074773,Q8,9.111027,4.4411407,6.4,G1,cycling,2
2213,0.16994894365407853,Q5,14.147286,3.7288013,6.933333332999999,S,cycling,2
2214,0.30790018052454987,Q8,9.58043,4.18998,20.53333333,G2,cycling,2
2215,0.20013885150120267,Q7,11.003481,4.791895,8.533333333,S,cycling,2
2216,0.2840219879887217,Q8,9.093307,6.39472,4.533333333,G1,nan,2
2217,0.2844232140267236,Q8,9.096634,5.1885505,5.066666667,G0,arrested,2
2218,0.19321269184991888,Q7,11.586158,4.6950974,18.13333333,G2,cycling,2
2219,0.18752301901066454,Q6,12.811923,4.744248,18.93333333,S,cycling,2
2220,0.2006395549069182,Q7,11.890257,6.0757356,1.6,G1,cycling,2
2221,0.16047448053365665,Q5,14.288142,3.5810106,15.46666667,G2,cycling,2
2222,0.1481619245283986,Q3,15.31624,5.001634,5.333333333,S,cycling,2
2223,0.20739605511457262,Q7,11.641511,4.477353,17.86666667,S,cycling,2
2224,0.1466491723479336,Q3,14.075354,4.803079,7.466666667,S,cycling,2
2225,0.16315225249626747,Q5,11.825259,5.4766383,3.2,G1,cycling,2
2226,0.1518417439470527,Q4,11.307768,4.961708,9.066666667,G1,cycling,2
2227,0.15033016004453645,Q4,13.00734,5.077397,5.8666666670000005,S,cycling,2
2228,0.1553566599366232,Q4,14.784896,5.1412745,5.8666666670000005,G1,cycling,2
2229,0.19136879265971413,Q6,13.419297,5.35514,7.466666667,S,cycling,2
2230,0.15274485535491475,Q4,12.628468,3.7424383,10.93333333,G2,cycling,2
2231,0.251218763603068,Q8,9.185577,5.078488,11.2,S,cycling,2
2232,0.18320745862487564,Q6,11.155855,4.0493283,16.53333333,G2,cycling,2
2233,0.16478151444599673,Q5,14.781278,6.1020603,4.266666667,G1,cycling,2
2234,0.15851968223825877,Q4,13.677161,4.519272,5.6,S,cycling,2
2235,0.15190852369356433,Q4,15.498954,5.6814957,4.8,G1,cycling,2
2236,0.15793858073156244,Q4,15.4314575,5.8134966,2.666666667,G1,cycling,2
2237,0.2659760682362859,Q8,10.187567,4.794978,15.2,S,cycling,2
2238,0.1806253615424869,Q6,12.650119,5.3241625,10.66666667,S,cycling,2
2239,0.18562475263345887,Q6,12.531613,-0.019582784,5.8666666670000005,G1,cycling,2
2240,0.15667700542774513,Q4,12.045961,4.55762,18.66666667,G2,cycling,2
2241,0.15909471618133955,Q4,12.475525,4.854712,8.533333333,S,cycling,2
2242,0.3683539119438605,Q8,8.500324,4.611657,15.2,G2,cycling,2
2243,0.2710743829616821,Q8,8.766179,5.5584416,2.933333333,G1,cycling,2
2244,0.19554751568149975,Q7,10.54052,4.565774,10.66666667,S,cycling,2
2245,0.24440495437751789,Q8,10.472643,4.8833055,15.46666667,G2,cycling,2
2246,0.1863199023388766,Q6,10.520012,5.8735,1.6,G0,arrested,2
2247,0.17339445542567822,Q5,12.711499,5.7076626,4.0,G1,cycling,2
2248,0.15058213811314594,Q4,11.758914,-0.09058461,6.1333333329999995,G1,cycling,2
2249,0.1376919423192212,Q3,10.746069,0.9563702,0.533333333,G0,arrested,2
2250,0.17632915756436573,Q6,13.048087,5.442873,7.2,S,cycling,2
2251,0.2803841972261924,Q8,8.599284,4.4862404,4.8,S,cycling,2
2252,0.1862910609060192,Q6,11.585598,0.23513117,7.733333332999999,S,cycling,2
2253,0.21418465507666748,Q7,15.237195,7.8015046,7.466666667,G0,arrested,2
2254,0.14661455958377587,Q3,10.60475,0.84425545,0.533333333,G0,arrested,2
2255,0.18735430981532478,Q6,11.834898,3.514726,15.73333333,G2,cycling,2
2256,0.15318910859441923,Q4,14.819279,3.935136,6.4,S,cycling,2
2257,0.3013656594066739,Q8,9.89394,4.939505,9.333333332999999,S,cycling,2
2258,0.27268854326475406,Q8,8.962051,6.223116,3.733333333,G0,arrested,2
2259,0.16998616550654802,Q5,14.629928,6.0629873,1.8666666669999998,G0,arrested,2
2260,0.14835577993414012,Q3,13.855399,4.44916,7.2,S,cycling,2
2261,0.17560012595755478,Q6,13.932546,4.92542,10.66666667,G1,cycling,2
2262,0.18549928015996883,Q6,12.252194,6.3462043,1.8666666669999998,G0,arrested,2
2263,0.16075426353107197,Q5,12.376632,-0.1820556,6.4,G0,arrested,2
2264,0.20047004161266654,Q7,10.20416,5.204906,2.933333333,G1,cycling,2
2265,0.1600969749211893,Q4,11.373191,4.3113484,4.0,G1,cycling,2
2266,0.281953378311548,Q8,8.799788,5.943835,2.133333333,G1,nan,2
2267,0.20655426202470964,Q7,10.43011,5.8407607,4.266666667,G1,cycling,2
2268,0.1864783766312072,Q6,12.876429,4.4667954,11.46666667,S,cycling,2
2269,0.22522199907318077,Q8,14.53947,7.6054893,17.86666667,G0,arrested,2
2270,0.19712605186002202,Q7,10.736998,0.77738845,16.53333333,G2,cycling,2
2271,0.16070684501649218,Q5,15.311343,5.587308,2.133333333,G1,cycling,2
2272,0.17821427352153785,Q6,12.530965,6.5741987,2.133333333,G0,arrested,2
2273,0.21835932038716202,Q7,10.197312,5.2026258,5.6,S,cycling,2
2274,0.1556801717197977,Q4,12.333903,-0.029081577,3.4666666669999997,G1,cycling,2
2275,0.14517449066588953,Q3,14.424812,4.206696,7.2,S,cycling,2
2276,0.17647970585769884,Q6,13.575677,5.9995036,4.8,G1,cycling,2
2277,0.1660328549540347,Q5,14.13582,4.5590353,15.2,S,cycling,2
2278,0.17791357757097495,Q6,12.155749,6.117692,0.533333333,G0,arrested,2
2279,0.1729894715938621,Q5,14.039534,6.480729,2.933333333,G1,cycling,2
2280,0.14877323553212896,Q3,15.524125,7.111649,6.1333333329999995,G0,arrested,2
2281,0.20005450315817944,Q7,11.513986,4.8974304,7.2,S,cycling,2
2282,0.1367573461285927,Q3,14.923491,5.37635,1.6,G0,arrested,2
2283,0.11976102621254273,Q2,13.183856,5.313004,1.8666666669999998,G1,nan,2
2284,0.16939950234425255,Q5,10.212555,4.886921,3.2,G1,nan,2
2285,0.14813378522078766,Q3,13.97073,5.6748614,1.6,G0,arrested,2
2286,0.15799650597272794,Q4,14.351353,3.6960561,14.13333333,G2,cycling,2
2287,0.09077543868928334,Q1,12.377253,-0.18819696,1.6,G0,arrested,2
2288,0.1667720491624296,Q5,12.903768,6.391585,3.2,G1,cycling,2
2289,0.1608452628185018,Q5,12.619152,-0.11664773,1.6,G1,nan,2
2290,0.2183441245779755,Q7,9.76308,1.2123575,2.933333333,G1,nan,2
2291,0.1722169298494591,Q5,13.549641,5.8692493,4.8,G1,cycling,2
2292,0.16380592872485328,Q5,13.254169,3.9904807,20.53333333,S,nan,2
2293,0.19553186385989002,Q7,11.783303,3.3160703,10.66666667,G2,cycling,2
2294,0.14419035602607622,Q3,14.814717,6.7206607,3.2,G1,nan,2
2295,0.18153065966500667,Q6,12.418273,6.7629275,3.4666666669999997,G0,arrested,2
2296,0.19309886355014916,Q7,10.387208,4.4531517,11.2,S,cycling,2
2297,0.2223825509832207,Q7,11.748077,4.734133,5.6,S,cycling,2
2298,0.24274770844178203,Q8,9.078502,4.6369452,5.066666667,S,cycling,2
2299,0.19617390418057482,Q7,12.182692,5.4284987,5.333333333,S,cycling,2
2300,0.21807437412708225,Q7,9.802793,5.9602985,2.666666667,G1,cycling,2
2301,0.1610445113203754,Q5,14.197257,4.8443193,10.66666667,S,cycling,2
2302,0.29142923845085594,Q8,8.844393,5.443001,0.8,G1,cycling,2
2303,0.16128216955412913,Q5,15.879603,5.1127133,2.4,G1,cycling,2
2304,0.20583171515249962,Q7,10.197781,5.536598,1.6,G1,nan,2
2305,0.1869125418271033,Q6,12.434806,4.223776,10.93333333,S,cycling,2
2306,0.16161456493744367,Q5,15.958902,5.035775,1.8666666669999998,G0,arrested,2
2307,0.1657581359648395,Q5,13.94557,6.3497453,2.133333333,G0,arrested,2
2308,0.2502889403431289,Q8,9.830004,4.551219,12.0,G2,cycling,2
2309,0.30725606968377084,Q8,8.630833,6.247894,1.066666667,G1,cycling,2
2310,0.16393583729174632,Q5,14.653105,3.8609514,13.06666667,G2,cycling,2
2311,0.1885656744597161,Q6,11.652167,6.2771683,0.533333333,G1,nan,2
2312,0.1353399803554008,Q3,15.208743,5.146153,1.6,G0,arrested,2
2313,0.2596959526009642,Q8,9.092756,5.746896,0.8,G1,cycling,2
2314,0.15503635698896157,Q4,15.098795,6.9508653,5.066666667,G0,arrested,2
2315,0.17677800843750316,Q6,14.727339,4.5421586,8.533333333,S,cycling,2
2316,0.18591414958425753,Q6,13.339869,4.6445155,8.0,S,cycling,2
2317,0.1656667859134377,Q5,13.90464,6.462243,0.26666666699999997,G1,cycling,2
2318,0.1865540349753049,Q6,11.377143,4.366458,20.26666667,S,cycling,2
2319,0.18076396492821925,Q6,12.31346,6.607589,1.8666666669999998,G0,arrested,2
2320,0.27999204338889244,Q8,9.146534,4.6317773,7.2,S,cycling,2
2321,0.19759504306599104,Q7,14.308455,7.152276,12.8,G0,arrested,2
2322,0.200603257652664,Q7,12.485655,6.5827675,4.266666667,G1,cycling,2
2323,0.18542717328476502,Q6,15.399569,6.193657,4.0,G0,arrested,2
2324,0.18854328250248872,Q6,14.282605,5.0637302,7.2,S,cycling,2
2325,0.14971202910897552,Q3,15.105304,7.6619864,10.4,G0,arrested,2
2326,0.16948245441691237,Q5,12.47907,5.817357,1.6,G0,arrested,2
2327,0.18087995486565694,Q6,13.092631,5.379655,5.6,S,cycling,2
2328,0.1728973233867471,Q5,15.831065,5.5210185,0.26666666699999997,G1,cycling,2
2329,0.29197774564412493,Q8,8.865679,5.000361,2.133333333,G1,cycling,2
2330,0.30195218298430476,Q8,8.620804,6.504938,2.933333333,G1,cycling,2
2331,0.12792182129727123,Q2,15.28469,3.135435,3.733333333,G1,cycling,2
2332,0.2763199879835509,Q8,9.266409,5.491848,8.8,S,cycling,2
2333,0.08758173798293603,Q1,14.744005,2.0906892,2.666666667,G1,cycling,2
2334,0.16724475500863126,Q5,14.806477,6.7312193,3.2,G0,arrested,2
2335,0.20926064126524038,Q7,10.286014,6.159392,6.666666667,S,cycling,2
2336,0.22258361878308966,Q7,10.713894,6.5993996,6.933333332999999,S,cycling,2
2337,0.18071371614696236,Q6,14.332955,4.6894293,7.2,S,cycling,2
2338,0.18983808167772037,Q6,12.403492,6.646915,2.4,G0,arrested,2
2339,0.15789881791341595,Q4,15.985936,5.5519342,8.0,S,nan,2
2340,0.15056752983023652,Q4,15.408802,5.293254,3.733333333,G1,cycling,2
2341,0.14587690736026981,Q3,14.1228285,5.5870934,1.066666667,G1,cycling,2
2342,0.17226129550587976,Q5,15.694539,5.550714,2.666666667,G1,nan,2
2343,0.3030010832248472,Q8,8.700736,6.224265,4.266666667,G1,cycling,2
2344,0.17233260568548506,Q5,14.3773985,4.8640423,6.933333332999999,S,cycling,2
2345,0.18125564408071776,Q6,12.081725,6.63181,4.533333333,G0,arrested,2
2346,0.18064865921657666,Q6,13.3366165,4.6332073,8.0,S,cycling,2
2347,0.164507642038812,Q5,16.050602,5.0756354,5.6,G0,arrested,2
2348,0.20360431015192276,Q7,12.060165,4.981657,11.73333333,S,cycling,2
2349,0.16467110492300008,Q5,13.648803,4.6503253,9.333333332999999,S,cycling,2
2350,0.1546849000415814,Q4,14.134765,4.7702713,8.0,S,cycling,2
2351,0.23727125462577905,Q8,10.103396,6.2286677,2.133333333,G0,arrested,2
2352,0.11867238191762948,Q2,13.639964,4.566419,6.4,S,cycling,2
2353,0.18162410541968466,Q6,12.8822365,5.2502627,6.666666667,S,cycling,2
2354,0.3339104977454516,Q8,8.576553,5.8587575,5.6,G0,arrested,2
2355,0.15214313342853364,Q4,15.808029,5.054978,5.333333333,G1,cycling,2
2356,0.18621199008881462,Q6,11.611246,4.5278325,12.26666667,G2,cycling,2
2357,0.2583202220113812,Q8,8.950887,6.085744,0.26666666699999997,G1,cycling,2
2358,0.17521085148470875,Q6,10.368189,5.5378785,3.2,G1,cycling,2
2359,0.16867841131349184,Q5,14.77446,6.95353,12.8,G0,arrested,2
2360,0.17542906862789057,Q6,12.78322,6.4331784,1.6,G0,arrested,2
2361,0.1614730606561417,Q5,14.680986,6.29316,2.666666667,G1,cycling,2
2362,0.16007722999183466,Q4,14.74517,7.165207,9.066666667,G0,arrested,2
2363,0.17841078545381656,Q6,13.166806,5.2088666,9.333333332999999,S,cycling,2
2364,0.17926891875654657,Q6,12.526438,5.8715973,1.6,G0,arrested,2
2365,0.14233056676002595,Q3,14.155333,5.3895054,1.333333333,G1,cycling,2
2366,0.1937272653133779,Q7,14.660563,6.4915276,1.066666667,G0,arrested,2
2367,0.17981532243092269,Q6,14.106875,6.061688,7.733333332999999,G1,cycling,2
2368,0.16520958549911974,Q5,15.981319,4.8128433,9.6,S,nan,2
2369,0.283622383307585,Q8,9.223569,5.112414,4.533333333,G1,cycling,2
2370,0.13869379456971243,Q3,14.976331,7.1685233,15.2,G0,arrested,2
2371,0.1680174851931876,Q5,10.897259,4.9534173,0.533333333,G0,arrested,2
2372,0.2664709412231507,Q8,9.128206,5.8146873,0.26666666699999997,G1,cycling,2
2373,0.19111036966286124,Q6,13.15056,6.597285,4.533333333,G1,cycling,2
2374,0.1764849016642075,Q6,13.897943,6.3414044,3.4666666669999997,G1,nan,2
2375,0.169276993514415,Q5,13.025646,6.7136035,1.6,G1,cycling,2
2376,0.1905414346978514,Q6,13.100078,4.6022034,18.93333333,G2,cycling,2
2377,0.24147244376544025,Q8,11.292278,6.7313466,0.0,G0,arrested,2
2378,0.19986237751963878,Q7,10.29389,1.6559778,17.86666667,G2,cycling,2
2379,0.3184560741401871,Q8,8.595593,6.09157,1.6,G0,arrested,2
2380,0.16874342177272864,Q5,15.80438,5.732721,5.333333333,G1,cycling,2
2381,0.3512460750703248,Q8,8.603455,6.3382497,0.0,G1,nan,2
2382,0.14660681075553855,Q3,13.644187,4.471297,6.666666667,S,cycling,2
2383,0.2753020008480016,Q8,8.843825,5.7684813,0.533333333,G1,cycling,2
2384,0.15353717382617507,Q4,15.507178,6.225895,1.8666666669999998,G0,arrested,2
2385,0.5466449650199563,Q8,8.145741,5.838834,1.8666666669999998,G0,arrested,2
2386,0.18736489015309338,Q6,12.8599205,5.8356085,10.66666667,S,cycling,2
2387,0.18962512421695243,Q6,12.24692,4.789483,13.33333333,G2,cycling,2
2388,0.17008329550981865,Q5,14.4976,4.9445653,4.533333333,G1,cycling,2
2389,0.14269289046163758,Q3,14.357812,5.5430055,2.133333333,G1,cycling,2
2390,0.1619096352847203,Q5,12.999736,4.517939,8.8,S,cycling,2
2391,0.162277141742716,Q5,11.906179,-0.1961797,7.2,G1,cycling,2
2392,0.17317998624220937,Q5,16.038593,5.1546636,1.8666666669999998,G0,arrested,2
2393,0.25998769507150893,Q8,8.6600065,6.4427614,4.8,G1,cycling,2
2394,0.18112308825092024,Q6,13.39222,5.4282236,6.4,S,cycling,2
2395,0.18394945093934448,Q6,12.912378,6.261374,4.266666667,G1,cycling,2
2396,0.17609388417284166,Q6,14.719236,6.3020744,1.066666667,G0,arrested,2
2397,0.29576408606796145,Q8,8.831651,6.669813,7.2,S,cycling,2
2398,0.176395363484522,Q6,11.860624,3.0220027,13.6,G2,cycling,2
2399,0.16964701277279484,Q5,14.804867,5.9778357,0.8,G1,nan,2
2400,0.5591505094721911,Q8,8.192569,5.553191,6.666666667,G1,cycling,2
2401,0.1602040816017564,Q4,14.790752,5.769057,1.6,G0,arrested,2
