target_Tg,decoder,anchor_idx,acid_decoded,epoxide_decoded,acid_canonical,epoxide_canonical,valid,novel_pair,novel_monomer,pred_tg
450.0,sample,65,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)N1CCC(C(=O)O)c1=c2ccccc22,O=C(NCc1ccc(NC(=O)c2ccccc2)c(OCC2CO2)c1)Nc1ccc(C(=O)NC2CC2)cc1,,O=C(NCc1ccc(NC(=O)c2ccccc2)c(OCC2CO2)c1)Nc1ccc(C(=O)NC2CC2)cc1,False,False,False,450.0000305175781
450.0,greedy,66,CC(C)(C)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1NC(=O)C(=O)NC(=O)CCC1,CCCOc1ccc(C(=O)Nc2ccc(C(=O)c3ccc(OCC4CO4)cc3c2OCC2CO2)ccc1OCC1CO1,,,False,False,False,450.0000305175781
450.0,sample,66,CC(C)(C)(C(=O)Nc1ccc(C(C)=C(CC(=O)O)C(=O)NCC(=O)Nc2ccc(C(=O)O)cc2)CCC,CCc1cc(C(=O)NCc2ccc(OCC3CO3)cc2)ccc1C(=O)NCc1ccc(OCC2CO2)nc1,,CCc1cc(C(=O)NCc2ccc(OCC3CO3)cc2)ccc1C(=O)NCc1ccc(OCC2CO2)nc1,False,False,False,450.0000305175781
450.0,greedy,67,CCCCCCN(CC(=O)O)C(=O)CCCC(=O)O,O=C(c1ccc(N2CCN(C(=O)Nc3ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CCCCC2)cc1,CCCCCCN(CC(=O)O)C(=O)CCCC(=O)O,,False,False,False,449.99957275390625
450.0,sample,67,CCOc1cc(C(C)(C)C)ccc1C(=O)CCC(CCC(=O)O)CCC(=O)O,O=C(c1ccc2c(c1)N2CCN(c2ccc(NC(=O)N(CC3CO3)CC3CO3)cn2)CC1,CCOc1cc(C(C)(C)C)ccc1C(=O)CCC(CCC(=O)O)CCC(=O)O,,False,False,False,449.99957275390625
450.0,greedy,68,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CC2(C(=O)O)c2ccccc2c1=O,Cc1ccc(CN(CC2CO2)CC2CO2)cc1C(=O)O,,Cc1ccc(CN(CC2CO2)CC2CO2)cc1C(=O)O,False,False,False,449.9999084472656
450.0,sample,68,O=C(O)CCn1c(=O)n(CC2=CCn2nn2c(C(=O)O)ccc2n1)C(=O)O,Cc1cc(CN(CC2CO2)CC2CO2)nc2ccccc21,,Cc1cc(CN(CC2CO2)CC2CO2)nc2ccccc12,False,False,False,449.9999084472656
450.0,greedy,69,COc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)ccc1C(=O)O,O=C(c1ccc(OCC2CO2)cc1)N1CCN(c2ccccc2)CC1)c1ccc(OCC2CO2)cc1,,,False,False,False,450.0005798339844
450.0,sample,69,Cc1cccc(NC(=O)C(=O)N2Cc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,O=C(Nc1ccc2ccccc2c1OCC1CO1)C1CCN(Cc2ccc(OCC3CO3)cc21,,,False,False,False,450.0005798339844
450.0,greedy,70,Cc1ccc(C(=O)NCCC(=O)N(CCC(=O)O)CCC(=O)O)cc1NC(=O)CCCc2ccccc21,O=C(CN1CCN(C2CCN(CC2CO2)CC1)N1CCN(C2CCCCC2)CC1)N1CCC(C2CCCC2)CC1,,,False,False,False,450.0001525878906
450.0,sample,70,CC(C)Cn1nc(C(=O)NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)O,O=C(CN1CCN(C(=O)N2CCCCCN2CCCC2CCCC2)CC1)N1CCN(C2CCC(C3CO3)CC2)CC1,CC(C)Cn1nc(C(=O)NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)O,O=C(CN1CCN(C(=O)N2CCCCCN2CCCC2CCCC2)CC1)N1CCN(C2CCC(C3CO3)CC2)CC1,True,True,True,450.0001525878906
450.0,greedy,71,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)N2CCCCC2)ccc1N1CCCCC1,CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,,CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,False,False,False,450.0001525878906
450.0,sample,71,O=C(O)CCN(CCC(=O)O)C(=O)c2ccc(C(=O)N(CCC(=O)O)CC2)cc1,CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,,CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,False,False,False,450.0001525878906
450.0,greedy,72,O=C(O)COCc1ccc(CNC(=O)CCN(CCC(=O)O)cc1)Nc1ccc(C(=O)N2CCCCCC2)cc1,O=C(Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1Oc1ccccc1,O=C(O)CCN1C=CC(COCC(=O)O)=CC=C(Nc2ccc(C(=O)N3CCCCCC3)cc2)CNC(=O)CC1,,False,False,False,450.0003356933594
450.0,sample,72,O=C(O)CCOC(=O)c1ccc(CNC(=O)c2cccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,O=C(O)c1cc(C(=O)Nc3ccc(N(CC(=O)O)CC3)cc3ccnc2)c(OCC2CO2)cc1,,,False,False,False,450.0003356933594
450.0,greedy,73,O=C(O)c1ccc(C(=O)O)cc1C(=O)O)C(=O)c1ccc(OC(=O)O)cc1,O=C(CCC1CCCCC1)NCC1(C(=O)O)CCCCCCC2)c1,,,False,False,False,449.9994812011719
450.0,sample,73,O=C(O)c1cc(=O)n(C(=O)c2ccc3ccc(OCC(=O)O)cc3n2)CCC1,O=C(CCCN1CCCC1)c1c(OCC2CO2)cc(C(=O)O)CC1,O=C(O)COc1ccc2ccc(C(=O)N3CCCC(C(=O)O)=CC3=O)nc2c1,O=C(O)C1=CC(OCC2CO2)=C(C(=O)CCCN2CCCC2)CC1,True,True,True,449.9994812011719
450.0,greedy,74,CC(C(=O)O)c1ccc(C(=O)O)cc1C(=O)O,Cc1cc(C)c(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc1C,CC(C(=O)O)c1ccc(C(=O)O)cc1C(=O)O,Cc1cc(C)c(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc1C,True,True,True,449.9998779296875
450.0,sample,74,CC(CC(=O)O)c1ccccc1C(=O)O,Cc1ccc(C(=O)NCc2cccc(OCC3CO3)c2OCC2CO2)c(C)cc1C,CC(CC(=O)O)c1ccccc1C(=O)O,,False,False,False,449.9998779296875
450.0,greedy,75,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(CN(Cc2ccc(OCC3CO3)cc2)n1,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(C(=O)O)cc1,,False,False,False,449.999755859375
450.0,sample,75,O=C(O)Cc1ccc(CCN(C(=O)COCC(=O)O)cc1)C(=O)O,O=C(O)c1ccc(N2CCCC2)o1)C(=O)O,O=C(O)COCC(=O)N1C=CC(CC(=O)O)=CC=C(C(=O)O)CC1,,False,False,False,449.999755859375
450.0,greedy,76,O=C(O)CCCCCC(=O)Nc1ccc(C(=O)O)cc1,O=C(Nc1cccc(OCC2CO2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,O=C(O)CCCCCC(=O)Nc1ccc(C(=O)O)cc1,O=C(Nc1cccc(OCC2CO2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,449.9997253417969
450.0,sample,76,O=C(O)CCCCNC(=O)c1ccc(NC(=O)C(=O)O)cc1,O=C(Oc1ccc(OCC2CO2)cc1)c1cc(OCC2CO2)nccc1OCC1CO1,O=C(O)CCCCNC(=O)c1ccc(NC(=O)C(=O)O)cc1,,False,False,False,449.9997253417969
450.0,greedy,77,O=C(O)CC1(C(=O)O)CCCCCCC1)Nc1ccccc1C1,CC(C)NC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1NC(=O)CCCC1,,,False,False,False,450.0002136230469
450.0,sample,77,O=C(O)C1(C(=O)O)CCCCCCCCC(=O)Nc2ccccc2C1,CCN(CC)CCNC(=O)c1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)NC(=O)NCCC1CO1,O=C1CCCCCCCCC(C(=O)O)(C(=O)O)Cc2ccccc2N1,,False,False,False,450.0002136230469
450.0,greedy,78,CN(C)C(=O)CNC(=O)CN(CCC(=O)O)C(=O)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccc(OCC2CO2)cc1OCC1CO1)c1ccc(OCC2CO2)cc1OC1CCOc1ccccc1,CN(C)C(=O)CNC(=O)CN(CCC(=O)O)C(=O)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,,False,False,False,450.0001525878906
450.0,sample,78,CC(C)(C)C(=O)Nc1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1)C(C)C,O=C(Nc1ccc2c(c(OCC3CO3)c1)c1ccc(OCC2CO2)cc1OCC1CO1,,,False,False,False,450.0001525878906
450.0,greedy,79,Cc1cc(C)c(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c(C)c1C,CCc1ccc(C(=O)Nc2ccc(C)c(OCC3CO3)c2)c(OCC2CO2)c1,Cc1cc(C)c(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c(C)c1C,CCc1ccc(C(=O)Nc2ccc(C)c(OCC3CO3)c2)c(OCC2CO2)c1,True,True,True,450.0000915527344
450.0,sample,79,CCc1cc(C)c(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)Nc2ccccc2C)c1,CCc1ccc(C(=O)Nc2ccc(C)c(OCC3CO3)c2)c(C)cc1CNC(=O)c1cccnc1OC1CCOCC1,,,False,False,False,450.0000915527344
450.0,greedy,80,O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,COc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,,COc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,False,False,False,450.0012512207031
450.0,sample,80,O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,COc1ccc(CCN=Cc2ccc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)cc2)c1,,,False,False,False,450.0012512207031
450.0,greedy,81,CC(C)(C)OC(=O)c1ccc(C(=O)O)c(C(=O)O)c1,N#Cc1ccc(Nc2ccccc2)cc1)c1ccc(C(=O)Nc2ccc(C(=O)O)cc3)ccc2OCC2CO2)c1,CC(C)(C)OC(=O)c1ccc(C(=O)O)c(C(=O)O)c1,,False,False,False,450.0003967285156
450.0,sample,81,CCOc1cc(C(=O)O)cc(C(=O)OCC(=O)CC(=O)O)c1,Nc1cccc(Nc2ccccc2c1=O)Nc1ccc(Oc2ccc(C(=O)Nc3ccc(OCC4CO4)cc3)ccc3)c2)c,CCOc1cc(C(=O)O)cc(C(=O)OCC(=O)CC(=O)O)c1,,False,False,False,450.0003967285156
450.0,greedy,82,CN(C)C(=O)C(=O)C(=O)C(=O)N(CCC(=O)O)CC(=O)N(CCC(=O)O)C(=O)CCc1ccccc1,Cc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)nn1,CN(C)C(=O)C(=O)C(=O)C(=O)N(CCC(=O)O)CC(=O)N(CCC(=O)O)C(=O)CCc1ccccc1,,False,False,False,449.99981689453125
450.0,sample,82,CN(Cc1ccccc1)C(=O)C(CCC(=O)O)CCC(=O)O,CCc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)c3ccccc23)nc(C(=O)O)n1,CN(Cc1ccccc1)C(=O)C(CCC(=O)O)CCC(=O)O,,False,False,False,449.99981689453125
450.0,greedy,83,Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(Nc1ccc(C(=O)Nc2ccccc2)ccc1OCC1CO1)c1ccc(OCC2CO2)cc1,CN1C(=O)N(CCC(=O)O)C(=O)N(CCC(=O)O)C(=O)N(CCC(=O)O)C1=O,,False,False,False,449.9997863769531
450.0,sample,83,Cc1nc(C2C(=O)C(=O)c2nc(c3cnc3nc3ccccc3n2)CCC(=O)O)c(=O)n2CCC(=O)O)c1,O=C(Nc1ccc(C2Cc2ccccc2)cc1)Nc1ccc(OCC2CO2)cc1OCC1CO1,,,False,False,False,449.9997863769531
450.0,greedy,84,CCOc1cc(C(=O)OCC(=O)O)c(C(=O)OCC(=O)O)cn1,O=C(Cc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(OCC2CO2)cc1,CCOc1cc(C(=O)OCC(=O)O)c(C(=O)OCC(=O)O)cn1,O=C(Cc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(OCC2CO2)cc1,True,True,True,450.0003662109375
450.0,sample,84,CC1(C)C(=O)c2cc(C(=O)O)C(=O)OCc2non2c(=O)n1C,O=C(Cc1ccc(OCC2CO2)c(C(=O)Nc2ccccc2)c(OCC2CO2)c1,,,False,False,False,450.0003662109375
450.0,greedy,85,CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,CC(C)(C)c1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,CC(C)(C)c1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,True,True,True,449.99981689453125
450.0,sample,85,CCc1nn(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,CC(C)c1cccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)n2)cc1,CCc1nn(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,,False,False,False,449.99981689453125
450.0,greedy,86,O=C(O)CCOc1ccc(C(=O)C(=O)c2ccc(C(=O)O)cc2)ccc1C(=O)O,CCN1CCN(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,,CCN1CCN(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,False,False,False,450.0006408691406
450.0,sample,86,O=C(O)COCc1cc(C=Cc2ccc(C(=O)O)cc3c2cnc23)cc1,CCN1CCN(CC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,,CCN1CCN(CC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,False,False,False,450.0006408691406
450.0,greedy,87,O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(c2ccccc2)CC1,CN(C)C(=O)c1ccc(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(c2ccccc2)CC1,CN(C)C(=O)c1ccc(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,True,True,True,450.0003356933594
450.0,sample,87,CN(C(=O)C(=O)N(CC1CO1)CC1CO1)CC(=O)c1cccc(OCc2ccccc2)CC1,CCNC(=O)c1ccc(NC(=O)Nc2ccc(NC(=O)N(CC3CO3)CC3CO3)cc2)cc1,,CCNC(=O)c1ccc(NC(=O)Nc2ccc(NC(=O)N(CC3CO3)CC3CO3)cc2)cc1,False,False,False,450.0003356933594
450.0,greedy,88,COc1cc(C(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)cc(C)c1,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,COc1cc(C)cc(C(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)c1,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,True,True,True,449.99993896484375
450.0,sample,88,COc1cc(Cc2ccc(NC(=O)COCC(=O)O)cc3c2o2)c(C)c1OCC1CO1,CC(=O)Nc1ccc(CCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1NC(=O)C,,CC(=O)Nc1ccc(CCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1NC(C)=O,False,False,False,449.99993896484375
450.0,greedy,89,CCCc1ccc(CNC(CCC(=O)O)C(=O)O)cc1,CC(C)(C)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,CCCc1ccc(CNC(CCC(=O)O)C(=O)O)cc1,CC(C)(C)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,449.9999694824219
450.0,sample,89,CCc1ccccc1OCC(=O)N(CCC(=O)O)CCC(=O)O,CC(C)Oc1cccc(NC(=O)CNC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,CCc1ccccc1OCC(=O)N(CCC(=O)O)CCC(=O)O,CC(C)Oc1cccc(NC(=O)CNC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,True,True,True,449.9999694824219
450.0,greedy,90,CCN(C)C(=O)CN1CCC(CC(=O)O)CC1)C(=O)C(=O)NCC1CCCCC1,COc1ccc(C(=O)Nc2ccc(OCC3CO3)cc2c(OCC2CO2)cc1OCC1CO1,,,False,False,False,449.9996337890625
450.0,sample,90,CCCCCNC(=O)C(=O)N1CCC(CC(=O)O)CC1)NC(=O)C(=O)NCC1CCOCC1,COC(=O)c1cc(Oc2ccccc2c(OCC2CO2)cc(OCC2CO2)c1Oc1ccccc1,,,False,False,False,449.9996337890625
450.0,greedy,91,O=C(O)CCN(CC(=O)Nc1ccccc1C(=O)O)C1CCCCC1,O=C(CCCC1CO1)NCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1,O=C(O)CCN(CC(=O)Nc1ccccc1C(=O)O)C1CCCCC1,,False,False,False,449.9996337890625
450.0,sample,91,O=C(O)c1ccc(C(=O)N2CCC(C(=O)O)CC2)ccn1C1CCCC1,O=C(O)CCOc1ccc(NC(=O)CCC(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc1,O=C(O)C1=CC=C(C(=O)N2CCC(C(=O)O)CC2)C=CN1C1CCCC1,O=C(O)CCOc1ccc(NC(=O)CCC(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc1,True,True,True,449.9996337890625
450.0,greedy,92,CC(C(=O)O)c1ccc(NC(=O)C2CCCCC2)cc1)C(=O)N1CCC(C(=O)O)CC1,CN(Cc1ccccc1)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,,CN(Cc1ccccc1)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,False,False,False,449.999755859375
450.0,sample,92,CC(C(=O)Nc1ccccc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,CC(=O)c1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,,CC(=O)c1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,False,False,False,449.999755859375
450.0,greedy,93,Cc1ccc(CN(CCC(=O)O)C(=O)Cc2ccc(COCC(=O)O)cc2)cc1C,CC(C)NC(=O)c1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1,Cc1ccc(CN(CCC(=O)O)C(=O)Cc2ccc(COCC(=O)O)cc2)cc1C,CC(C)NC(=O)c1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,449.9999084472656
450.0,sample,93,Cc1cc(C(=O)N(CC2CO2)CCC(=O)O)ccc1CC(=O)O,CN(CC(=O)Nc1cccc(C(=O)NCC2CO2)c1OCC1CO1,Cc1cc(C(=O)N(CCC(=O)O)CC2CO2)ccc1CC(=O)O,,False,False,False,449.9999084472656
450.0,greedy,94,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C(=O)NCCC2CC2)cc1,Cc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1C,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C(=O)NCCC2CC2)cc1,Cc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1C,True,True,True,450.0005798339844
450.0,sample,94,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)c1cccc(NC(=O)CCCC2)c1,Cc1ccc(OCC2CO2)c(C(=O)Nc2ccc(C(=O)Nc3ccccc3OCC3CO3)ccc22,,,False,False,False,450.0005798339844
450.0,greedy,95,O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,CN(C(=O)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)CC2)cc1)C1CCCCCC1,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1,,False,False,False,450.0006103515625
450.0,sample,95,O=C(O)Cc1ccc(C(=O)Nc2cc(C(=O)O)ccc2o1)C(=O)C(=O)N(C,CC(C)(CC1CO1)NCCN1C(=O)CCN1C(=O)C=C2)Nc1ccccc1)N1CCC(CC(=O)O)CC1,,,False,False,False,450.0006103515625
450.0,greedy,96,CCC(C)(C)Oc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1cc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)ccc1OCC1CO1,CCC(C)(C)Oc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1cc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)ccc1OCC1CO1,True,True,True,449.9997253417969
450.0,sample,96,CCCOc1ccc(CCC(=O)NCCC(=O)O)cc1,Cc1ncc(NC(=O)Cc2cccc(OCC3CO3)c2OCC2CO2)nn1,CCCOc1ccc(CCC(=O)NCCC(=O)O)cc1,Cc1ncc(NC(=O)Cc2cccc(OCC3CO3)c2OCC2CO2)nn1,True,True,True,449.9997253417969
450.0,greedy,97,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)c1ccc(C(=O)C(=O)c2cccnc2=O)cc1,COc1cc(OCC2CO2)cc(OCC2CO2)c1OCC1CO1,,COc1cc(OCC2CO2)cc(OCC2CO2)c1OCC1CO1,False,False,False,449.9997863769531
450.0,sample,97,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Cn1c(=O)c(c2on1=O)c1=O,COc1cc2c(cc1OCC1CO1)CCOc2ccc(OC)c2OCC2CO2)c1,,,False,False,False,449.9997863769531
450.0,greedy,98,CC(C)(CCNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1ccccc1,COc1cc(CN2CCc3ccc(OCC(=O)N(CC3CO3)CC3CO3)cc2)nn1,CC(C)(CCNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1ccccc1,,False,False,False,450.0001525878906
450.0,sample,98,CC(C)c1ccc(CCNC(=O)C(CCC(=O)O)CCC(=O)O)cc1,COc1cc(C2=C(CC(=O)O)c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O)c1no2,CC(C)c1ccc(CCNC(=O)C(CCC(=O)O)CCC(=O)O)cc1,,False,False,False,450.0001525878906
450.0,greedy,99,Cc1cc(N2C(=O)c2ccc(NC(=O)N(CCC(=O)O)CCC(=O)O)cc3c2nnnn2)c1,Cc1ccc(OCC2CO2)c(C(=O)Nc2ccc(OCC3CO3)cc2)c1,,Cc1ccc(OCC2CO2)c(C(=O)Nc2ccc(OCC3CO3)cc2)c1,False,False,False,449.9998474121094
450.0,sample,99,Cn1cnc2c(=O)n(CCC(=O)O)oc2c1=O)c1=Occc(N2=C(=O)Nc2ccccc3C(=O)O)ccc2=O,Cc1ccc(C(=O)Nc2ccc(C)cc2)ccc1OCC1CO1)C(=O)c1ccc(OCC2CO2)cc1,,,False,False,False,449.9998474121094
450.0,greedy,100,Cc1ccc(NC(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc3)ccc2c1,O=C(CNc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,,O=C(CNc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,False,False,False,450.0005187988281
450.0,sample,100,Cc1cc(O)c2ccccc2NC(=O)CCC(=O)O)ccc1NC(=O)Nc1ccc(C(=O)NCC(=O)O)cc1,O=C(CCNC(=O)c2ccc(CC(=O)N(CC3CO3)CC3CO3)cc2)cc1)c1ccccc1)Nc1ccc(CN2CC,,,False,False,False,450.0005187988281
450.0,greedy,101,O=C(O)c1ccc(N2C(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,CCN1CCN(C(=O)c2ccc(OCC3CO3)cc2)CCN(C(=O)c2ccc(OCC3CO3)cc2)CC1,,CCN1CCN(C(=O)c2ccc(OCC3CO3)cc2)CCN(C(=O)c2ccc(OCC3CO3)cc2)CC1,False,False,False,449.9999084472656
450.0,sample,101,O=C(C)c1cc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)c,CCOc1ccc(NC(=O)CCN2CC(N)c2ccc(OCC3CO3)c(OCC3CO3)c2)CCN(C(=O)c2ccccc2),,,False,False,False,449.9999084472656
450.0,greedy,102,Cc1cc(C(=O)O)cc(C(=O)O)c1C(=O)Nc1ccc(C(=O)O)ccc1,O=C(CCC(=O)N(CC1CO1)CC1CO1)Nc1ccccc1,,O=C(CCC(=O)N(CC1CO1)CC1CO1)Nc1ccccc1,False,False,False,450.0001525878906
450.0,sample,102,Cc1ccc(C(=O)O)c2cc(C(=O)O)cccc1C(=O)O,O=C(NCCN1CCN(CCc2ccc(OCC3CO3)c(O)c2)cc1,,,False,False,False,450.0001525878906
450.0,greedy,103,CN(C)C(=O)c1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,CC(C)c1ccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)cc1,,CC(C)c1ccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)cc1,False,False,False,449.99969482421875
450.0,sample,103,CN(C)C(=O)c1cccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)c1,CCC1(NC(=O)c2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,CN(C)C(=O)c1cccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)c1,CCC1(NC(=O)c2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)C=C1,True,True,True,449.99969482421875
450.0,greedy,104,CCOc1ccc(C(=O)N2CCC(NC(=O)C(=O)N(CC3CO3)CC3CO3)cc2)CC1,COc1cc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)ccc1OCC1CO1,CCOC1=CC=C(C(=O)N2C=CC(NC(=O)C(=O)N(CC3CO3)CC3CO3)CC2)CC1,COc1cc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)ccc1OCC1CO1,True,True,True,450.00030517578125
450.0,sample,104,CCOc1cc(NC(=O)CC2(C(=O)O)CC(N)cc(C(=O)OCC(=O)N(CCC(=O)O)CC2=O)c1,COc1cc(OCC2CO2)cc(NC(=O)c2cc(NC(=O)c3cccc(OCC4CO4)c3)cc2)c1,,,False,False,False,450.00030517578125
