scenario,hour,storage,bus,charge_MW,discharge_MW,soc_MWh
net_zero_2050,25,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,26,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,26,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,26,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,27,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,27,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,27,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,28,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,28,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,28,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,29,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,29,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,29,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,30,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,30,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,30,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,31,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,31,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,31,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,32,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,32,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,32,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,33,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,33,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,33,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,34,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,34,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,34,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,35,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,35,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,35,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,36,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,36,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,36,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,37,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,37,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,37,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,38,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,38,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,38,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,39,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,39,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,39,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,40,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,40,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,40,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,41,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,41,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,41,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,42,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,42,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,42,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,43,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,43,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,43,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,44,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,44,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,44,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,45,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,45,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,45,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,46,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,46,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,46,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,47,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,47,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,47,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,48,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,48,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,48,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,49,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,49,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,49,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,50,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,50,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,50,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,51,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,51,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,51,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,52,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,52,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,52,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,53,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,53,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,53,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,54,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,54,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,54,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,55,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,55,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,55,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,56,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,56,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,56,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,57,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,57,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,57,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,58,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,58,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,58,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,59,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,59,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,59,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,60,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,60,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,60,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,61,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,61,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,61,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,62,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,62,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,62,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,63,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,63,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,63,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,64,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,64,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,64,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,65,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,65,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,65,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,66,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,66,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,66,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,67,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,67,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,67,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,68,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,68,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,68,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,69,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,69,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,69,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,70,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,70,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,70,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,71,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,71,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,71,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,72,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,72,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,72,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,73,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,73,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,73,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,74,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,74,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,74,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,75,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,75,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,75,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,76,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,76,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,76,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,77,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,77,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,77,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,78,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,78,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,78,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,79,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,79,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,79,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,80,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,80,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,80,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,81,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,81,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,81,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,82,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,82,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,82,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,83,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,83,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,83,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,84,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,84,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,84,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,85,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,85,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,85,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,86,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,86,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,86,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,87,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,87,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,87,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,88,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,88,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,88,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,89,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,89,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,89,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,90,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,90,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,90,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,91,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,91,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,91,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,92,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,92,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,92,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,93,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,93,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,93,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,94,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,94,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,94,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,95,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,95,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,95,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,96,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,96,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,96,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,97,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,97,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,97,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,98,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,98,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,98,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,99,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,99,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,99,PHS_2_Bus12,Bus12,0.0,-0.0,-0.0
net_zero_2050,100,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,100,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,100,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,101,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,101,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,101,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,102,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,102,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,102,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,103,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,103,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,103,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,104,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,104,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,104,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,105,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,105,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,105,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,106,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,106,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,106,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,107,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,107,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,107,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,108,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,108,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,108,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,109,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,109,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,109,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,110,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,110,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,110,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,111,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,111,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,111,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,112,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,112,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,112,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,113,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,113,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,113,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,114,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,114,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,114,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,115,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,115,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,115,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,116,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,116,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,116,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,117,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,117,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,117,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,118,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,118,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,118,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,119,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,119,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,119,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,120,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,120,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,120,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,121,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,121,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,121,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,122,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,122,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,122,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,123,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,123,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,123,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,124,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,124,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,124,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,125,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,125,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,125,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,126,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,126,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,126,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,127,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,127,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,127,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,128,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,128,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,128,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,129,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,129,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,129,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,130,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,130,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,130,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,131,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,131,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,131,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,132,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,132,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,132,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,133,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,133,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,133,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,134,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,134,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,134,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,135,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,135,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,135,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,136,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,136,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,136,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,137,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,137,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,137,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,138,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,138,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,138,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,139,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,139,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,139,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,140,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,140,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,140,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,141,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,141,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,141,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,142,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,142,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,142,PHS_2_Bus12,Bus12,0.0,0.0,0.0
net_zero_2050,143,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,143,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,143,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,144,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,144,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,144,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,145,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,145,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,145,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,146,PHS_0_Bus1,Bus1,0.0,0.0,0.0
